sample_id,batch,idx_in_batch,data_label,label,vdt_label,vdt_score,split,domain,current_caption,true_image_context,current_caption_zh,true_image_context_zh,gold_mismatch_type,gold_mismatch_type_zh,gold_conflict_fields,annotation_status,annotation_status_zh,annotator,rationale,rationale_zh,rationale_warning,image_id,text_id,image_path,image_topic,negative_source,image_source,model_reference_mismatch_type_zh,model_reference_conflict_fields_zh,newsclippings_file,source_xlsx,source_sheet_batch,notes
957866,batch1,11,真实OOC,1,OOC,0.9,train,usa_today,The Texas Giant ride in Arlington where a woman fell to her death,In this 30second exposure shot taken by camera remote a ferris wheel lights up Myrtle Beach SC,阿灵顿的“德州巨人”游乐设施，一名女子曾从那里坠落身亡。,在这张30秒曝光、由遥控相机拍摄的照片中，一座摩天轮照亮了南卡罗来纳州默特尔比奇。,entity mismatch,主体/人物错配,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,220638,957866,./usa_today/images/0710/586.jpg,international_relations,train,usa_today,主体/人物错配,主体/人物，地点,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_image\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
115560,batch1,12,真实OOC,1,OOC,0.9,train,guardian,A month into this year s signup for insurance on HealthCaregov federal officials are urging people to enroll before a Dec 15 deadline for coverage as of New Year s,The Guardian app for Android,今年HealthCare.gov保险登记开始一个月后，联邦官员敦促人们在12月15日截止日期前报名，以便从新年起获得保险覆盖。,安卓版《卫报》应用。,context omission,上下文遗漏,"[""context_omission"", ""evidence_insufficient""]",done,已完成,朱俊好,,,missing_rationale,767249,115560,./guardian/images/0594/076.jpg,info,train,guardian,主体/人物错配,主体/人物,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\scene_resnet_place\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1024608,batch1,13,真实OOC,1,OOC,0.9,train,guardian,Ballarat abuse survivor Philip Nagle told the royal commission that of 33 boys in his year at a Catholic school where abuse occurred he believed 12 had killed themselves,Ed and Paula Kassig during a prayer vigil for their son AbdulRahman Kassig in Indiana last week,巴拉瑞特虐待幸存者菲利普·内格尔告诉皇家委员会，在他就读的那所发生虐待的天主教学校同届33名男生中，他认为有12人已经自杀。,埃德和保拉·卡西格上周在印第安纳为儿子阿卜杜勒-拉赫曼·卡西格举行祈祷守夜。,different-event mismatch,完全不同事件,"[""entity"", ""location"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,923416,1024608,./guardian/images/0146/017.jpg,world,train,guardian,时间错配,时间,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
259984,batch1,14,真实OOC,1,OOC,0.9,train,usa_today,Lauren Santo Domingo attends the White House Correspondents Association Dinner,Reese Witherspoon dazzled in Harry Winston jewels,劳伦·圣多明戈出席白宫记者协会晚宴。,瑞茜·威瑟斯彭佩戴海瑞·温斯顿珠宝，光彩夺目。,entity mismatch,主体/人物错配,"[""entity""]",done,已完成,朱俊好,,,missing_rationale,239225,259984,./usa_today/images/0678/503.jpg,arts_culture,train,usa_today,主体/人物错配,主体/人物,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
386931,batch1,15,真实OOC,1,OOC,0.9,train,bbc,Thieves took a 1901 painting titled Charing Cross Bridge London by Claude Monet,Cafe customer Liam Sharp described Houses at Auvers II as incredible,盗贼偷走了克劳德·莫奈1901年的画作《查令十字桥，伦敦》。,咖啡馆顾客利亚姆·夏普称《奥维尔的房屋II》“令人难以置信”。,different-event mismatch,完全不同事件,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,1628218,386931,./bbc/images/0471/104.jpg,arts_culture,train,bbc,主体/人物错配,主体/人物，时间,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_image\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
542860,batch1,16,真实OOC,1,OOC,0.9,train,guardian,Macaques bask in the sun at the wild monkey valley in Huangshan China,Time for some pampering Japanese macaques or snow monkeys groom each other in a hot spring in a snowcovered valley in Yamanouchi Japan See more images in our gallery,猕猴在中国黄山野猴谷晒太阳。,该享受护理了：日本猕猴，也叫雪猴，在日本山之内一处被雪覆盖的山谷温泉中互相梳理毛发。更多图片见我们的图集。,different-event mismatch,完全不同事件,"[""location"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,1121162,542860,./guardian/images/0745/821.jpg,news,train,guardian,地点错配,主体/人物，地点,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1554066,batch1,17,真实OOC,1,OOC,0.9,train,guardian,Sir John Tavener with Neville Marriner in 1970,Melvyn Bragg and William Golding on the South Bank Show 1993,约翰·塔文纳爵士1970年与内维尔·马里纳在一起。,梅尔文·布拉格和威廉·戈尔丁在1993年的《南岸秀》节目中。,different-event mismatch,完全不同事件,"[""entity"", ""time""]",done,已完成,朱俊好,,,missing_rationale,994595,1554066,./guardian/images/0607/717.jpg,books,train,guardian,时间错配,主体/人物，时间,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
362691,batch1,18,真实OOC,1,OOC,0.9,train,guardian,The B47 Stratojet first flew in 1947 It s seen here making a rocketassisted takeoff It was the USA s first multiengine sweptwing jet bomber,Air France Concorde flight 4590 takes off from Charles de Gaulle airport in Paris in 2000,B-47“同温层喷气机”于1947年首飞。图中它正在进行火箭助推起飞。它是美国第一种多发动机后掠翼喷气式轰炸机。,2000年，法航4590号协和式客机从巴黎戴高乐机场起飞。,different-event mismatch,完全不同事件,"[""entity"", ""time""]",done,已完成,朱俊好,,,missing_rationale,479906,362691,./guardian/images/0829/060.jpg,world,train,guardian,时间错配,地点，时间,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1478656,batch1,19,真实OOC,1,OOC,0.9,train,guardian,Mr Lazarevic thanked the French president for securing his release,President Nicolas Sarkozy offered Greece European support and vowed to wage a determined fight to deter speculation against the euro,拉扎雷维奇先生感谢法国总统促成他的获释。,尼古拉·萨科齐总统向希腊提供欧洲支持，并誓言坚决打击针对欧元的投机行为。,different-event mismatch,完全不同事件,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,1250423,1478656,./guardian/images/0061/079.jpg,business,train,guardian,主体/人物错配,主体/人物,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_image\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
867158,batch1,20,真实OOC,1,OOC,0.9,train,washington_post,ExFlorida governor Jeb Bush speaks at Alec s 40th annual meeting in August Alec has identified more than 40 lapsed corporate members Photo M Spencer GreenAP,Jeb Bush runs along the Independence Day parade route in Merrimack NH last weekend,佛罗里达州前州长杰布·布什在ALEC第40届年会上讲话。ALEC称已有40多家企业成员退出。图片：M Spencer Green/AP。,上周末，杰布·布什在新罕布什尔州梅里马克的独立日游行路线上跑步。,different-event mismatch,完全不同事件,"[""location"", ""time"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,113684,867158,./washington_post/images/0507/737.jpg,international_relations,train,washington_post,时间错配,时间,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\merged_balanced\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1592016,batch1,21,真实OOC,1,OOC,0.9,train,bbc,Indian administered Kashmir has been without a government since late December,Mr Modi is meeting South Asian leaders on Tuesday Hamid Karzai of Afghanistan was first,印度管辖的克什米尔自去年12月下旬以来一直没有政府。,莫迪先生星期二会见南亚领导人，阿富汗的哈米德·卡尔扎伊是第一位。,different-event mismatch,完全不同事件,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,1580541,1592016,./bbc/images/0323/308.jpg,international_relations,train,bbc,无明显语义冲突/泛化配图,,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1276458,batch1,22,真实OOC,1,OOC,0.9,train,guardian,The latest bulk order by Ai Weiwei would have been used to create an artwork to be shown at the National Gallery of Victoria in Australia later this year,Song Dong with his Waste Not installation at the Barbican in London,艾未未最新的一批大量订单本将用于创作一件艺术品，计划于今年晚些时候在澳大利亚维多利亚国家美术馆展出。,宋冬与他在伦敦巴比肯中心的《物尽其用》装置作品。,different-event mismatch,完全不同事件,"[""entity"", ""location"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,562913,1276458,./guardian/images/0273/884.jpg,artanddesign,train,guardian,完全不同事件,主体/人物，地点，时间,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_image\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
335130,batch1,23,真实OOC,1,OOC,0.9,val,washington_post,Obamacare s next round at the Supreme Court hinges on the meaning of four words in the 906page law,The White House video that tries to sell Obama s image abroad,奥巴马医改下一轮最高法院案件的关键在于这部906页法律中的四个词是什么意思。,白宫视频试图在海外推销奥巴马的形象。,event-type mismatch,事件类型错配,"[""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,181453,335130,./washington_post/images/0592/011.jpg,arts_culture,val,washington_post,事件类型错配,事件类型,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_image\val.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
713928,batch1,24,真实OOC,1,OOC,0.9,train,washington_post,Nigerian officials transport the body of a victim after gunmen attacked churchgoers in Kano,A man wearing a headscarf dragraces on the streets to celebrate Buhari s projected victory in Kaduna,尼日利亚官员在卡诺枪手袭击教堂礼拜者后运送一名遇难者遗体。,一名戴头巾的男子在卡杜纳街头飙车，以庆祝布哈里预计获胜。,different-event mismatch,完全不同事件,"[""entity"", ""location"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,160800,713928,./washington_post/images/0492/114.jpg,politics_elections,train,washington_post,完全不同事件,地点，事件类型,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
692929,batch1,25,真实OOC,1,OOC,0.9,test,guardian,BA and Iberia will keep their individual identities after the merger,Nuffield Trust has examined the funding pressures facing the NHS over the next decade to 202122,英航和伊比利亚航空合并后将保留各自品牌身份。,纳菲尔德信托研究了未来十年至2021/22年间NHS面临的资金压力。,different-event mismatch,完全不同事件,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,1049489,692929,./guardian/images/0652/851.jpg,healthcare-network,test,guardian,无明显语义冲突/泛化配图,,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\scene_resnet_place\test.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
223640,batch1,26,真实OOC,1,OOC,0.9,train,usa_today,The Q50 went on sale first in the US and is being rolled out for global markets,The allnew 2016 Cadillac CTSV luxury performance sedan has a top speed of 201 mph,Q50首先在美国上市，并正在向全球市场推出。,全新2016款凯迪拉克CTS-V豪华性能轿车最高时速达201英里。视频由Newsy提供。,different-event mismatch,完全不同事件,"[""entity"", ""event_type""]",done,已完成,朱俊好,,,missing_rationale,208917,223640,./usa_today/images/0415/395.jpg,science_technology,train,usa_today,事件类型错配,事件类型,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\scene_resnet_place\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1680548,batch1,27,真实OOC,1,OOC,0.9,train,usa_today,Marines from South Korea and the US have been taking part in joint military drills,Veterans Affairs Secretary Eric Shinseki has rejected calls for his resignation amid an investigation of patient care at VA facilities,韩国和美国海军陆战队一直在参加联合军事演习。,退伍军人事务部长埃里克·新关在VA医疗机构患者护理调查期间，拒绝了要求其辞职的呼声。,different-event mismatch,完全不同事件,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,225746,1680548,./usa_today/images/0522/900.jpg,arts_culture,train,usa_today,无明显语义冲突/泛化配图,,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
399353,batch1,28,真实OOC,1,OOC,0.9,train,usa_today,Joan Rivers in February 2012 backstage for E s Fashion Police before a fashion show in New York,11115 30604 PM Los Angeles CA USA Christine Baranski arrives at the 72nd annual Golden Globe Awards Photo by Dan MacMedan USA TODAY contract photographer,2012年2月，琼·里弗斯在纽约一场时装秀前，在E!《时尚警察》后台。,2015年1月11日18:04，美国加利福尼亚州洛杉矶，克里斯汀·芭伦斯基抵达第72届金球奖。摄影：Dan MacMedan，美国今日合同摄影师。,different-event mismatch,完全不同事件,"[""entity"", ""location"", ""time"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,397622,399353,./usa_today/images/0405/100.jpg,arts_culture,train,usa_today,地点错配,地点,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
269310,batch1,29,真实OOC,1,OOC,0.9,train,guardian,Edward Snowden says his mission s already accomplished after leaking NSA secrets that have caused a reassessment of US surveillance policies,WikiLeaks Hollywood studios are looking to the Facebook film The Social Network as a template,爱德华·斯诺登表示，在泄露NSA秘密并引发美国监控政策重新评估后，他的使命已经完成。,维基解密：好莱坞电影公司正把Facebook题材电影《社交网络》作为模板。,different-event mismatch,完全不同事件,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,877811,269310,./guardian/images/0478/369.jpg,media,train,guardian,完全不同事件,主体/人物，事件类型,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_image\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1611187,batch1,30,真实OOC,1,OOC,0.9,train,usa_today,Apple s chief design officer Sir Jonathan Ive is known to have a passion for cars,Porsche s Mission E electric car can charge in about 15 minutes and go 0 to 60 in 35 seconds Video provided by Newsy,苹果首席设计官乔纳森·艾维爵士以热爱汽车而闻名。,保时捷Mission E电动车约15分钟即可充电，并可在3.5秒内从0加速到60英里/小时。视频由Newsy提供。,different-event mismatch,完全不同事件,"[""entity"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,358129,1611187,./usa_today/images/0166/325.jpg,science_technology,train,usa_today,主体/人物错配,主体/人物,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_image\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
192776,batch1,31,真实OOC,1,OOC,0.9,val,guardian,Traders on the floor of the New York Stock Exchange hold a moment of silence in honor of those killed in the massacre in Newtown,People are evacuated following the attack at the Bataclan concert venue in Paris on Friday evening,纽约证券交易所交易大厅的交易员为纽敦惨案遇难者默哀。,巴黎巴塔克兰音乐厅遇袭后，人们在周五晚被疏散。,different-event mismatch,完全不同事件,"[""entity"", ""location"", ""time"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,971639,192776,./guardian/images/0195/612.jpg,world,val,guardian,完全不同事件,主体/人物，地点，事件类型,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\scene_resnet_place\val.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
346449,batch1,32,真实OOC,1,OOC,0.9,test,washington_post,Seattle Pacific University students and faculty pray together at First Free Methodist Church on campus following a shooting that left one dead and three injured June 5 2014 in Seattle,Mourners pray during a vigil at the Cathedral Shrine of the Virgin of Guadalupe in Dallas,2014年6月5日，西雅图太平洋大学发生枪击事件造成1死3伤后，学生和教职员工在校园内第一自由卫理公会教堂一起祈祷。,悼念者在达拉斯瓜达卢佩圣母主教座堂举行的守夜活动中祈祷。,different-event mismatch,完全不同事件,"[""entity"", ""location""]",done,已完成,朱俊好,,,missing_rationale,182247,346449,./washington_post/images/0502/039.jpg,law_crime,test,washington_post,完全不同事件,主体/人物，地点，关系/动作,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\semantics_clip_text_text\test.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
321125,batch1,33,真实OOC,1,OOC,0.9,train,usa_today,Stefan Kozlov of the US plays a return to Johan Sebastien Tatlot of France during their boys singles semifinal match,Jack Sock returns against Dustin Brown,美国选手斯特凡·科兹洛夫在男子单打半决赛中回球，对手是法国选手约翰·塞巴斯蒂安·塔洛。,杰克·索克在对阵达斯汀·布朗时回球。,entity mismatch,主体/人物错配,"[""entity"", ""time""]",done,已完成,朱俊好,,,missing_rationale,209556,321125,./usa_today/images/0575/357.jpg,arts_culture,train,usa_today,主体/人物错配,主体/人物,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\merged_balanced\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
1505025,batch1,34,真实OOC,1,OOC,0.9,train,bbc,The deal with Europe over financial regulation was welcomed by Mr Carney,Mr Cameron is also holding talks with Irish Taoiseach Enda Kenny,卡尼先生对与欧洲达成的金融监管协议表示欢迎。,卡梅伦先生还在与爱尔兰总理恩达·肯尼举行会谈。,different-event mismatch,完全不同事件,"[""entity"", ""location"", ""event_type"", ""relation""]",done,已完成,朱俊好,,,missing_rationale,1559158,1505025,./bbc/images/0199/592.jpg,international_relations,train,bbc,无明显语义冲突/泛化配图,,D:\MY_PROJECT\OOC\datasets\NewsCLIPpings_repo\news_clippings\data\merged_balanced\train.json,outputs\ooc50_annotation_20260626\真实OOC人工标注50条_中文.xlsx,batch1,
